N,P,K,temperature,humidity,ph,rainfall,label
63,48,77,20.202146979836627,77.69991713357459,8.056324291878092,551.1270317805476,olive
55,47,94,16.504839789970294,67.4244307114192,8.098554188527078,601.6072649148975,olive
57,53,77,21.841983020531906,69.25881462106199,7.505363860344393,571.4034383965567,olive
57,52,83,17.05555151606407,65.27113045423282,7.693893715183434,494.7056773053322,olive
62,46,77,19.94567735380206,73.52462905003208,7.293674767828093,541.9289507648584,olive
68,53,80,21.873357149650055,72.30113229439182,8.106098787718553,558.5985913776071,olive
55,51,89,18.955106162913182,67.92864481697066,7.922452115261505,520.193090610214,olive
57,40,91,21.967303064784048,72.04916770986415,7.479560341796758,670.8735055665647,olive
63,44,91,19.316589801012938,73.58438703756258,8.180331583716045,468.83656400153205,olive
55,42,92,19.3408075747501,79.04232161241171,7.896029796674973,592.5152925223413,olive
72,54,76,17.52498189441843,69.42935882628409,7.5225507642386,662.1674487311686,olive
63,50,90,19.316919861447445,69.44765215471698,7.619780856446276,514.0517358986145,olive
67,51,81,19.009097768123198,76.97442768450162,7.849963930777765,625.4917193144258,olive
70,53,86,21.31970289370396,65.41425157810556,7.778864895507558,559.6185307545218,olive
73,48,91,16.224089132495287,77.33900840989487,7.560190641411262,481.7651281629712,olive
55,47,86,21.79151098234462,71.85897742420593,8.042023075011981,498.59500849871824,olive
69,42,82,20.35654800233597,79.63778119193802,7.716300348301195,530.7391182353115,olive
71,47,93,18.633828524233817,66.17684572013398,7.225350743415458,690.6621036694812,olive
63,51,75,17.039765920425076,67.34655564006628,7.450242898164595,587.3066661765301,olive
70,48,82,21.60768398403826,74.57405890765025,7.716696257426566,614.2778321250416,olive
59,45,77,17.486385937006943,70.33959017976892,7.957846110464368,453.598372157439,olive
68,51,79,16.56494192961136,69.67119964086942,8.179510528621508,493.83256747233463,olive
70,49,90,20.84147786230468,70.19456481634101,7.664673812939611,612.4434206606909,olive
64,45,79,21.320082323788284,68.9134043501257,7.215304540290385,683.3590770198707,olive
55,47,79,20.10378261638885,74.2377674658487,8.143891604560757,686.0628992812918,olive
74,47,86,18.329019557239132,74.6493232766353,7.658252890491516,586.4041973289837,olive
59,51,77,20.922561062627608,74.77227157786682,7.406684359876746,518.4902818302835,olive
66,54,88,16.1093309539093,66.41664441133892,7.883006773416357,467.79716211505723,olive
62,52,84,16.139631614414956,77.21702723883404,7.481854774773399,479.54120690541407,olive
72,52,85,21.264832081162318,76.02606565705828,8.003480930384848,520.5086431428266,olive
64,44,83,19.41112170249975,73.63886862887126,7.93164775529964,481.9224323556164,olive
71,46,79,17.43158115874204,75.19767169850368,7.939908760447374,509.5590381009949,olive
71,40,94,20.95874479664645,69.80074401545917,8.0955232284962,547.3004196835408,olive
66,52,83,21.082858864573538,70.32357785694082,8.156800885126456,619.1924761060758,olive
74,42,89,16.499706467171556,66.37556220887721,7.802440925901118,588.4257630864502,olive
58,44,90,20.737708856767323,66.36809154573035,7.694420304702581,464.3896900041611,olive
59,42,85,20.234988903272168,79.52977915961202,7.888030010175038,659.2409685593434,olive
71,52,80,16.504640836689983,75.5145369718868,7.272763006364194,655.4650148225891,olive
56,44,79,17.399368434547167,73.71958125840173,8.063138521989003,670.0899921596042,olive
71,54,81,21.916006382937226,76.30067277888412,7.576259585530916,470.8751791746672,olive
66,45,81,18.545332055481857,78.59531577642105,7.311197482306151,573.1562760727148,olive
67,41,94,16.71290749760843,66.76289370165658,7.849210302116063,636.5112198163558,olive
67,51,91,16.497347930160124,72.92555181945814,7.636335831606556,650.5273122566836,olive
67,52,89,21.346858682188426,72.9155166362945,8.1929647961193,468.4491411838497,olive
57,42,94,16.452607282538615,67.49323147863879,7.416809106586491,523.6234867098575,olive
55,44,77,21.406948062945933,65.68169570512187,7.48096318959223,687.6028710191397,olive
62,45,86,16.640536395615307,70.03490097195444,7.369679903895565,611.7120904171809,olive
62,49,92,17.595627549785434,70.40517642807902,7.459949862854263,563.3102117072077,olive
71,48,75,18.467240325233117,74.04172823034948,7.470957642515129,483.29628130593744,olive
57,52,80,21.698799479751543,75.8857926258254,7.813415195935789,554.5607590726547,olive
72,50,87,16.989005566822005,71.16882674878053,7.977602283735225,570.0925204665887,olive
69,40,85,19.56478429211281,70.71336284946533,8.169914397814603,660.5297307839271,olive
67,40,76,16.220931205815948,67.0077817820095,7.213671964826998,468.8397650881156,olive
71,44,79,21.97982102244343,73.33147558403941,7.96898741518051,686.191432470607,olive
64,42,91,17.44650899397779,68.07567992759788,7.451442439511799,518.6829492564772,olive
58,53,75,20.03020410643514,74.27192360686844,7.558162718032841,478.38939804990724,olive
56,45,77,19.12098100667196,77.7827225047781,7.751906838774485,590.2344928838465,olive
71,54,89,18.523214671990452,76.77002395916465,7.839361356974242,651.2611668798404,olive
61,45,76,18.103525352839583,73.8487653028195,7.592244045099732,559.3687305059323,olive
56,43,80,18.705462684496627,78.65706917604909,7.49795945154195,580.9005690037528,olive
71,44,78,18.756080847677033,77.63137122528065,7.968917741315397,466.55899446296644,olive
59,41,80,18.955708563957216,69.93127415431262,7.833400854316725,510.03640469454825,olive
73,54,90,16.911416161073767,67.08240758974115,7.840874744803214,495.4700210997862,olive
57,42,92,19.611612373245762,68.35773598859481,8.021790636844448,536.2706569555967,olive
64,52,80,16.723815226603605,71.91168152049089,7.406333718405793,541.0674652620189,olive
68,49,87,17.929496588080173,66.38435879343119,7.681145394056293,621.9461792740208,olive
65,54,90,16.366467759129183,69.15316472220806,8.00620127979306,637.0649225959146,olive
74,54,89,18.222832616748292,72.26784477786532,7.818254771530295,542.2284098924431,olive
56,52,88,16.88643455143736,66.99675392881217,7.887165505403331,661.1101681584072,olive
65,54,87,21.20328988644834,70.31220006189689,7.597163832504083,476.2172916331202,olive
59,51,84,19.38379055211302,77.61064978816897,7.2892043287120565,583.8338910038808,olive
71,52,94,18.843819648583338,70.32656454918957,7.848822840291575,569.8955254385626,olive
58,54,76,19.346453595702624,73.79803151991139,7.764458542522641,544.6931564878223,olive
59,45,94,19.875503447989608,73.56167457003367,7.556096725897846,696.628812198245,olive
59,48,75,16.04520617880445,68.37999196568792,7.565356819674058,571.9524502021845,olive
65,53,83,16.481402473969855,72.86767084355382,7.610396826989661,695.5946542271516,olive
60,41,94,21.816822599652212,77.9826068884097,8.017072070949279,514.475706761235,olive
60,42,76,19.34057735808358,73.5741903420485,7.479979093660284,642.3732332979843,olive
60,49,78,18.5526186316985,72.61415568026682,7.44240973241508,478.7092061848009,olive
68,45,79,19.03662373815608,78.98021513385402,7.520642192159515,598.4707743894747,olive
60,41,84,19.29161870762892,73.23382969833466,7.401730462330236,621.1428869699583,olive
74,40,79,16.016265396485977,66.75044096212523,7.673166201051892,601.5254702639596,olive
57,53,91,21.10436476009873,76.18961788323077,7.6085182929359165,683.2345167749886,olive
65,48,76,17.08739839699396,65.99744401050167,7.941120649290059,593.6182782949779,olive
62,50,83,20.503011548591882,76.99305696379274,8.025132676692797,496.601246697036,olive
73,50,88,19.138392548614718,70.38245726185254,8.077200540813108,548.1112768556588,olive
62,47,81,20.282694729131954,78.4950116793826,7.824101544181837,584.9452654786583,olive
69,40,91,21.39744743964741,70.75836832059817,7.743552861113988,676.6180277411368,olive
73,46,93,18.589168858818656,69.99223678868726,7.930549136809301,623.4294018508347,olive
74,54,89,19.720436535571082,73.00191637964483,8.093892583050957,647.1493028061327,olive
60,48,75,20.241882767460755,76.67857908576127,7.3431279855484695,501.1361482923658,olive
56,49,79,21.2605938205705,70.1312262307386,8.021257304672012,477.65793423880183,olive
58,52,94,18.383723743362204,76.95943048669331,7.349917427348774,507.31284880816037,olive
66,52,76,16.073218433908266,73.9766405180784,7.765508347322974,629.0447686832381,olive
59,43,85,21.75444876738417,70.13786385767816,7.427350983029987,555.8992156051207,olive
68,50,86,21.471114453057787,67.08674291214592,7.300794603015887,514.0038829634155,olive
62,51,85,21.592709694901675,73.47699775383813,7.896650823876891,680.6248452943239,olive
62,54,84,20.62748001111843,70.61653054580633,7.268921539367219,469.33026637219683,olive
68,47,83,21.553411077440657,71.76259057106198,7.313238045840755,696.2102997405837,olive
68,43,75,21.21937817237277,72.78257085689108,7.791275435744929,549.7506759675325,olive
63,44,83,17.233478850253825,76.81684833071739,7.8037215317301385,478.5668250139219,olive
74,48,85,21.53776139079091,71.9855018347822,7.680836978089073,679.6136812348253,olive
65,50,86,21.476496777274775,68.72339664135728,7.777631954091547,491.37832935699345,olive
55,40,85,19.793585727517183,65.19641684882501,7.86353737201671,494.5089917174379,olive
74,48,91,19.34383221334029,77.90948026836101,7.735069718933659,496.11571785471403,olive
61,40,87,18.383908692745585,71.40183358005125,7.999782022074269,537.3467497623333,olive
71,52,90,19.3890467995757,65.98562959142528,7.97552761669501,563.3222086870069,olive
56,45,91,18.404578365251957,73.39460496962327,7.3552402459307125,495.48203262381776,olive
61,42,84,17.624468038861323,74.65999314858524,7.608734171098096,456.3465889150862,olive
72,46,82,16.162575955020902,68.32958242899424,7.431074796588072,617.9731858996821,olive
62,45,89,19.416661106581003,78.31190723770254,7.7567215847833655,630.2032740776267,olive
57,47,88,19.619184413061877,77.1027522344388,8.162649318554873,686.1024313943184,olive
68,54,90,16.521550089702096,74.4986116236644,7.935904613196001,662.0320238667209,olive
70,52,93,19.498249365818154,71.32136825888747,8.092671711076974,654.3608904346102,olive
74,50,84,20.95064398853596,70.44588818292635,7.2342281108205295,657.6636266413125,olive
59,45,83,18.6167591748119,69.41698639312877,8.148453306962155,640.9014485399402,olive
71,49,88,18.826392716162886,67.73160708232375,7.684778367150346,578.1144139704804,olive
63,47,76,19.800869318956885,68.86831528149803,7.339356074072824,658.7325591998248,olive
58,49,87,20.147331145657926,75.24775784668222,8.022583875911673,582.4154196637703,olive
64,43,83,17.644331324123236,73.3126700377369,7.851420388351864,657.4354509268004,olive
64,45,80,20.393107470754373,68.76095990842397,7.833098063357447,573.5684625345679,olive
64,52,91,18.51262314935244,70.74707792374247,7.718917705282838,461.74149169376375,olive
65,40,93,16.542021763465648,76.56478888303218,7.2682497053540915,659.2697476757573,olive
65,43,91,20.329197166731433,74.15607000511936,8.149306797057765,549.1623432630136,olive
59,47,75,17.619467334353168,73.0976416836229,7.3620138778915845,660.3824150775108,olive
71,53,87,16.928032845299416,74.34998826357486,7.674237308700369,536.0959330110583,olive
62,40,75,18.97294789723719,75.32603594641604,7.634827338603746,511.6005083097767,olive
57,41,79,16.014036343754668,79.51549082310629,7.205253818558385,475.77343650343624,olive
59,51,91,16.82091178551377,79.25356030731203,7.646005772957955,496.2832322096549,olive
70,47,93,20.393349318457368,77.09841721792175,7.858783366710717,623.0691411294631,olive
60,47,92,18.936549781858844,68.31814162729404,8.187668007996646,686.0148349216533,olive
69,49,90,21.551489904493994,67.70863017691,7.767945230552629,678.8720743970105,olive
68,54,81,17.784094044235303,78.86594293064796,8.171058245165367,686.0666222783584,olive
72,54,94,21.067296391210423,69.78650709864884,8.028915474150677,459.2519086788732,olive
57,51,87,16.461719209775254,75.4443316381721,7.539874963768066,631.1916928821904,olive
66,46,89,20.823861876405385,73.07602235571181,7.861655175080541,634.4639417266312,olive
55,52,84,21.259992267174695,71.26259126041839,7.6619428505755875,697.5853283354443,olive
67,52,92,21.634406191077378,76.98174853660498,8.197934110533337,537.6779538629276,olive
71,52,86,19.76503277931022,78.10515671279508,8.184083469199294,642.0683534661296,olive
61,43,79,20.39363084310787,65.05019543064469,7.6673107665376525,524.2507191137206,olive
72,43,92,17.40164650629946,65.63139784454543,7.217873934733414,696.930597434008,olive
63,54,91,18.349780843242137,66.86656335945284,8.156415697559424,649.4973305358458,olive
59,50,80,21.89398309048049,78.26298467197255,7.800798446442197,675.9309917938176,olive
56,48,81,21.94701175682186,68.47507552075164,8.142731774135125,612.4116622480922,olive
73,52,88,17.38401887030655,67.64792048008262,7.420486209070176,496.60956553606366,olive
57,47,80,20.80461812277925,74.4466688449423,7.4163240230365535,579.565091669098,olive
74,49,91,17.043371495316922,70.94363028353987,7.958238475704091,624.005154513448,olive
57,42,80,19.73762429761071,76.21807406138343,7.234865160233825,673.7303603069599,olive
59,41,85,21.26476517578228,68.9840006388306,7.329514921282804,672.1870199672443,olive
56,51,84,20.857096448349267,74.82862970958533,7.750857370609139,471.74668997785255,olive
69,45,82,20.174285757098502,65.73175372509759,7.7326025194007615,690.5304931480125,olive
70,52,79,21.94885201087029,65.92275539358853,8.08290626913746,579.0197551109042,olive
73,49,77,18.08685524741316,75.17024228838595,7.7657319639957905,516.7570675423553,olive
60,47,93,21.208964824309284,68.67928298383002,7.357340659702526,490.10002633251804,olive
67,50,87,20.184828770015702,75.2021115764045,7.818611378215184,638.1791598894104,olive
61,44,85,21.767891729109444,71.98205013154976,8.079071480228132,451.2862926886787,olive
65,44,81,16.96455937628985,77.26950536178593,8.032134177957742,576.8669334402091,olive
61,41,87,19.701561510254454,79.71779267041136,7.831813527016668,514.95089526604,olive
67,42,90,16.64188383296175,76.41541853753043,7.74126657867611,690.7480009647486,olive
69,53,79,16.615058367944076,79.05842730854677,7.887885722300813,466.95926477629297,olive
71,51,91,19.493022761057638,70.18824585429435,7.820915517767476,461.4355084531282,olive
72,53,89,21.81326713171415,76.24477747614387,7.330086240130632,639.5657989822556,olive
61,52,85,20.929077684444646,70.57750293858086,8.018785643357093,513.1271874220955,olive
56,53,76,21.98274700094627,71.39271953353959,7.651387024329675,490.9059552979173,olive
65,43,76,20.636936680100828,68.45080524547151,7.331335126409378,667.0135806330732,olive
66,47,89,18.518363901556732,74.57788921496129,7.597594397962794,518.5538005871675,olive
57,50,75,17.924456442628763,75.86634008921175,7.945837012030964,500.08978588717815,olive
71,48,86,19.376501718060297,72.07298690153769,7.743232805789958,489.81143456981613,olive
71,52,82,20.625531067864312,77.6717484217533,7.961023990942999,606.5550804078539,olive
76,49,82,19.29821212273658,76.93145936148491,6.801231835166425,519.6654530244854,agrumes
76,48,83,21.908888708082387,73.38310213665603,6.960825469078189,530.303893360453,agrumes
66,52,87,20.172533712465018,76.82830223622702,6.8116205399081,414.48937755891177,agrumes
82,58,94,22.200143836835124,74.37493868063954,7.494981886126542,572.0244794378409,agrumes
70,53,87,23.069997156884885,81.23742458651924,6.9459220740351455,420.55848089853316,agrumes
78,59,95,21.376494670861142,73.15524369878302,7.146016567644839,555.1609471585912,agrumes
82,56,80,21.62398150369298,71.3179974871725,7.150626931209181,406.6406217582733,agrumes
84,54,86,18.929010278301423,78.51311272392337,7.4894649691372654,560.1173398218166,agrumes
66,54,91,18.7319748823408,79.54645374315456,7.506475726486901,406.3172289651284,agrumes
70,53,86,22.290609224059242,74.48253829505971,7.73520181529946,589.4700925262077,agrumes
84,58,94,23.703775796225585,71.20172269577013,7.694816656060527,509.51847523074724,agrumes
67,59,88,19.14799636692648,76.57910824734307,7.524826559874058,518.6557296620358,agrumes
76,57,92,22.3101941535957,74.93526156721994,7.270182592696665,548.8558131189911,agrumes
83,56,97,18.146027975040766,79.79894528855995,7.132314625355109,508.4957271438735,agrumes
67,56,89,20.822829527866823,73.30841687383484,7.218399788667653,440.71565606844854,agrumes
71,56,96,24.077907537858664,80.90753604649461,7.542706521199981,485.09866688961506,agrumes
68,56,91,23.374067216467463,77.57267322839527,7.343300523363288,502.79917356174496,agrumes
73,48,81,21.40668258997292,83.1013485712249,7.700701864011259,484.34418537469105,agrumes
74,47,98,19.986981700260515,75.38726544499347,7.183847151867796,493.1625614040497,agrumes
79,45,82,23.432001449248006,76.07965274628616,7.401855383662008,526.5081066452613,agrumes
78,58,81,19.26683866896643,82.81577640054368,7.292277856448035,449.4462148806354,agrumes
79,58,86,20.51463358579836,78.89426277152391,6.963523872585022,478.21630733035215,agrumes
66,47,84,18.063212828906853,78.82618950010908,7.398713980100108,479.33195526871236,agrumes
79,59,90,24.18596768762527,76.63036560674286,7.130889362989172,489.7555147662806,agrumes
76,58,88,21.016212665632644,73.73071408881445,7.41714498660403,541.3554433770892,agrumes
84,56,90,23.154814105459483,79.95706791432707,7.274630875749814,568.8340897938394,agrumes
76,52,94,24.07789896359281,73.08761815055152,6.911919619397728,453.9499223033979,agrumes
66,53,84,24.55623984606473,70.59015311002764,6.922109914010027,490.43980565668704,agrumes
69,45,96,22.09269490309812,80.32311798799893,7.197378988464401,495.9794163184147,agrumes
75,58,81,20.26191459949195,84.5964662210552,7.3801122296954675,450.84491597949864,agrumes
75,46,91,21.725714921784093,71.88612267709973,6.932714653819277,428.70847240787856,agrumes
82,54,87,24.78938432275089,71.40851073684128,7.472602118225126,488.7500438609142,agrumes
69,59,94,22.84838166558315,82.57172934472166,7.744614219474023,536.6496056579292,agrumes
82,46,96,23.81614033939194,82.96913253932556,7.568519364523791,422.6219638153146,agrumes
78,48,80,22.204266797823653,84.11313034507097,7.626838883711877,533.3943033981815,agrumes
73,54,81,24.995896080394665,70.72318058290834,7.777174184221317,481.38159214457414,agrumes
80,57,88,18.633371867009355,74.33028393295957,6.90910963176575,530.1023295583432,agrumes
70,58,83,22.673153698945093,82.11768912911887,7.562285134776616,559.5627297717269,agrumes
83,57,90,20.629705763172087,74.4530391184042,7.449074658794393,465.67624557701623,agrumes
65,56,86,21.94407249143921,75.70629556349196,7.348499721651477,519.2970949970843,agrumes
81,47,91,18.102669399323847,78.80592561551727,6.968444385142719,528.515193789438,agrumes
66,58,88,20.658500461254608,82.95000474357738,7.319081785136218,495.8363755259462,agrumes
76,49,81,21.686366580882716,73.69104488196997,7.2766954750411585,478.8730647636701,agrumes
70,58,97,23.00843634969492,77.81851198728002,7.622393418817058,486.1724183076067,agrumes
80,59,94,19.704376076034094,83.9055181719446,6.860267390289561,586.8872053611028,agrumes
83,46,93,21.40110231430428,73.85164851580763,7.084872901961923,461.4579929852573,agrumes
79,56,82,22.066524372839584,71.34439508732413,7.517635785908629,479.9810413608312,agrumes
77,48,90,18.862558579205164,82.89123689920883,7.599781095424022,436.9170259074066,agrumes
81,54,89,24.42426742419964,76.36791137794543,6.887038962587658,563.1497287008561,agrumes
76,52,92,22.432059629158157,84.27105013309986,7.401611820146331,563.837771885358,agrumes
73,54,88,22.52624139396002,72.62160164241065,7.1607725191105995,581.1782209575521,agrumes
80,45,84,20.114423512843565,80.97937101378452,7.651174260852771,534.2849339061229,agrumes
82,47,83,19.047927775698703,76.35917219369954,6.952983800828562,447.047116960397,agrumes
76,46,80,19.51717860063543,71.43571833280242,6.823638586046336,528.3943000886532,agrumes
71,55,89,19.798186933520004,79.48023229030628,6.858454614108553,428.3548787054204,agrumes
67,51,97,20.830231376730044,76.42299422388422,7.517597765658176,538.4872302648739,agrumes
71,52,93,18.728767545689163,80.86508225693112,7.378386917006409,454.8321333119612,agrumes
78,48,87,22.517028862680018,78.93626092283435,7.201187914038982,473.3912158409601,agrumes
70,53,86,18.485966899222653,77.78589686362406,6.867612563592215,560.0713015644724,agrumes
72,50,87,22.55614158333036,77.99436679827002,7.124333753115375,466.6003826116396,agrumes
70,46,91,22.63287432894565,78.36675126055037,7.530650510239246,493.04112245674366,agrumes
72,50,91,18.62137175875438,84.42498603932219,7.434960045591033,550.9675639881696,agrumes
80,54,95,18.008656758315865,74.51279662529882,7.781236374344304,494.9773087012437,agrumes
77,51,98,19.066912093312922,84.88725253237563,7.727000967924295,507.9914260561119,agrumes
84,50,97,23.515313918045855,82.97029288050311,7.408486412659791,501.3676863640965,agrumes
84,46,93,18.823543199314912,73.41035950144148,7.1416745018969205,476.18190510219745,agrumes
66,55,88,21.568069727261886,82.37929162349346,7.079703538471479,588.4774038204466,agrumes
82,51,85,24.43574381250092,77.45445224358745,7.792158014823313,570.2849915490192,agrumes
74,56,94,20.780251442004477,78.09598928139914,7.427950052772635,534.8607612818097,agrumes
74,58,93,23.64147780082335,81.85045654460592,7.104679139098041,416.1838566102504,agrumes
67,46,81,19.56530104147418,84.35984331841881,7.373041428930849,586.5461480952509,agrumes
66,53,80,24.45930033359376,77.30592878228404,7.406252937750978,552.9619601805991,agrumes
84,47,82,20.79064119440619,72.19560988243374,7.167534422291531,413.6344618770987,agrumes
66,48,94,24.741805781124217,78.24294303842525,7.76582216115322,486.49957566602643,agrumes
77,59,93,24.1327363481863,74.16628935623892,7.651448637551265,400.06650122409786,agrumes
75,58,81,22.551407646787073,72.28037279692973,6.861349627110668,556.152317213688,agrumes
74,53,81,21.392211109132052,81.31380316515795,7.4194977514075875,459.4710096473678,agrumes
83,53,82,18.522408700359573,81.74044061116224,7.065387409188195,435.55327757024963,agrumes
80,56,80,21.565954897048528,84.95045280779465,7.6139702695060185,523.0438876462022,agrumes
84,57,99,22.590065707931593,82.72023827874102,7.524317469676661,558.4187267521087,agrumes
67,51,93,19.23821001600698,75.80618140503447,7.763822275482351,449.7160515429884,agrumes
70,59,89,22.76682379066771,72.84542272262016,7.418948193007721,464.70007898229477,agrumes
82,57,97,18.4523167589086,70.63949813930549,7.171408567650141,453.1702273308627,agrumes
75,59,99,19.862134946037663,72.23856666925265,6.927199762687449,572.9320784280835,agrumes
80,56,97,21.332126905581365,75.63832427718654,7.194476278570035,491.88935368119735,agrumes
74,57,96,24.6873428055275,81.80355079382943,7.115406895748013,537.6269412173084,agrumes
80,57,80,23.88610105598146,70.57639523443487,7.701761992135423,492.2954929249468,agrumes
75,51,81,20.70444236893821,76.7518664862964,7.026964694365364,577.8781832257689,agrumes
77,47,84,23.1620363810504,77.68332881219011,7.480227779208353,408.33458012047686,agrumes
75,45,92,23.61491390689311,71.58051300929209,6.835570867035548,501.7158578895157,agrumes
72,54,93,24.94111886209192,84.56124936506005,7.742315389673193,556.7685353535347,agrumes
83,55,84,21.84731230603247,82.4580168460726,6.868712832518268,484.85937717697766,agrumes
79,56,96,20.068113442341943,81.53834721757201,7.424663568854264,476.38792793057917,agrumes
82,47,96,19.787894392796538,73.91069949879875,6.8692543062858595,591.9653036151858,agrumes
82,54,83,20.049754256906752,84.69955494038275,7.4018815896363215,516.4845316414493,agrumes
80,56,81,18.8966702245634,75.07401258991747,7.72808364032605,444.9231223687704,agrumes
72,55,93,21.075834927861166,79.19409373741789,7.7430758377447075,448.138542366501,agrumes
76,47,93,18.089004229908255,84.88623100734205,7.471454934894643,463.384495468989,agrumes
71,45,91,24.43248573547688,73.78361530260042,7.555041928746278,492.107899454828,agrumes
72,58,87,21.90469257857749,72.70891897262952,6.853858206998026,464.0119665041967,agrumes
75,53,92,19.15370371010606,71.97593160181843,7.5259799099852955,563.557065971389,agrumes
79,47,91,23.129610813363755,78.13355808237773,7.390347690458773,501.672109383256,agrumes
83,51,86,22.040209483012852,83.15707662267106,7.2338005122547715,432.16963479154924,agrumes
80,52,80,23.19198443059051,83.22176169512532,7.0779020972488675,438.79077345355495,agrumes
74,46,90,20.176502510052877,81.13522075858764,7.615118384480367,522.9956480682265,agrumes
66,53,95,23.48654249139778,78.31339771198024,6.805229613542912,552.1981520056188,agrumes
76,45,93,19.417363921156664,84.3711022017907,7.167940751302084,465.3863232676158,agrumes
83,59,85,24.136555332797403,84.94501506440871,7.168309530506848,489.7221261909085,agrumes
84,54,82,18.964760294114647,79.94563006750738,6.801879883524911,435.674516861466,agrumes
74,50,93,20.4884510730895,81.91295996915626,6.892990639823132,517.6404533896781,agrumes
68,57,93,23.063833359286004,71.56206036880431,7.025438755463694,540.5886881957354,agrumes
66,58,97,22.21501950836737,70.34399216902062,7.122108004229185,527.2981302098308,agrumes
83,50,92,23.221476461695723,84.72953785669218,7.0098419948564095,565.0261335332231,agrumes
83,57,83,18.856637301276244,81.03258409731306,7.035857599143687,474.28440037460916,agrumes
81,55,94,24.988432579750647,83.99669997015337,7.442565199535191,484.2496106588144,agrumes
68,48,95,19.247767268332492,80.28866906574795,7.791126431821303,549.4439175484075,agrumes
71,53,95,19.420554573024315,78.4832494738216,7.779646715033883,433.0588221940349,agrumes
75,45,92,22.883694392640525,83.94425384313526,7.582581939851337,411.227220683242,agrumes
67,58,98,20.638399153154605,76.92599220418573,7.2809060007530695,487.03607985107135,agrumes
69,48,85,22.418194521696947,70.74763041674413,7.703913330260375,581.8780384016793,agrumes
68,50,88,19.112357173685474,79.15337724216462,6.935354082277685,550.2750172058091,agrumes
68,49,91,18.31216435861073,70.54431433920253,7.075719853095552,455.1224677357891,agrumes
78,52,89,19.903648082900418,81.39097393626946,7.2497398424505395,555.3421113910363,agrumes
76,53,92,23.971627363825554,70.69750879660099,7.419699440199415,512.3985694933614,agrumes
68,46,80,23.403004083271348,71.2963691614382,7.036784309311385,546.489746367618,agrumes
75,48,94,24.174949299974422,75.90171769845388,7.627868375322173,557.5426031055417,agrumes
78,53,84,24.869079633480727,73.84795093666372,7.454174601474074,439.619526551948,agrumes
81,47,98,24.80403730742076,79.12790909044699,7.149506372086819,422.81915697758666,agrumes
82,49,83,20.92592953709339,71.33260367631347,7.4837541055770425,509.0211056521399,agrumes
66,56,90,18.47367853330001,80.61752645844653,7.343538217342646,416.34506914935565,agrumes
70,46,80,21.00041382879333,72.11439441282654,7.464187914505417,443.2180906370615,agrumes
74,46,95,20.88235879109156,79.76460200726432,7.345431869406905,412.45462117637715,agrumes
72,50,89,24.8464327258147,81.90984574552009,7.297255930314688,467.955494312377,agrumes
